symbol,id,issue_share,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,charter_capital
NTH,74797,10802053," - Ngày 11/02/2004: Tiền thân là Công ty Cổ phần Nước Trong, được thành lập theo GCNĐKKD số 3403000027, với số vốn điều lệ ban đầu là 9 tỷ đồng.  - Ngày 18/01/2006: Đổi tên thành Công ty Cổ phần Thủy điện Nước Trong.  - 2012: Nhà máy thủy điện Nước Trong đi vào vận hành;  - Tháng 1/2019: Chính thức trở thành công ty đại chúng;  - Ngày 03/06/2019: Niêm yết trên Sở Giao dịch chứng khoán Hà Nội (HNX)  - Ngày 19/06/2019: Chính thức giao dịch trên Sở Giao dịch chứng khoán Hà Nội (HNX)","Công ty Cổ phần Thủy điện Nước Trong (NTH), tiền thân là Tiền thân là Công ty Cổ phần Nước Trong, được thành lập năm 2004. Lĩnh vực hoạt động kinh doanh chính của Công ty là: Sản xuất, truyền tải và phân phối điện. NTH đang vận hành, quản lý nhà máy thủy điện Nước Trong với công suất 16,5 MW tại tỉnh Quảng Ngãi. Thủy điện Nước Trong là một trong 05 nhà máy thủy điện công suất nhỏ dưới 30MW, hàng năm chiếm trên 3% sản lượng điện năng tiêu thụ của tỉnh Quảng Ngãi. Hồ chứa nước Nước Trong có dung tích gần 290 triệu m3, với tổng mức đầu tư trên 2.500 tỷ đồng. Hồ Nước Trong là bổ sung nguồn nước cung cấp cho trên 52.000ha đất nông nghiệp; cấp nước bổ sung cho hệ thống thủy lợi Thạch Nham trong các tháng mùa khô. Ngày 19/06/2019, NTH chính thức giao dịch trên Sở Giao dịch chứng khoán Hà Nội (HNX)",Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,10802053,108020530000
TMB,76466,15000000, - Ngày 19/12/1974: Tổng Công ty Quản lý và Phân phối Than được thành lập theo Quyết định số 1878/QĐ-TCCB của Bộ Điện và Than;  - Năm 1988: Đổi tên thành Công ty Kinh doanh và Chế biến Than Việt Nam;  - Ngày 01/04/1995: Công ty Chế biến và Kinh doanh Than Miền Bắc được thành lập trên cơ sở tổ chức lại Công ty Kinh doanh và Chế biến Than Việt Nam theo Quyết định số 140NL/TCCB-LĐ của Bộ Năng Lượng;  - Ngày 17/09/2003: Chính phủ ban hành Quyết định số 194/2003/QĐ-TTg về việc chuyển Công ty Chế biến và Kinh doanh Than Miền Bắc thành Công ty TNHH MTV Chế biến và Kinh doanh Than Miền Bắc;  - Ngày 28/12/2005: Bộ Công nghiệp ban hành Quyết định số 4234/QĐ-BCN về việc cổ phần hóa và chuyển đổi Công ty TNHH MTV Chế biến và Kinh doanh Than Miền Bắc thành Công ty Cổ phần Kinh doanh than Miền Bắc-TKV;  - Ngày 02/01/2007: Chính thức hoạt động dưới hình thức công ty cổ phần với vốn điều lệ 25 tỷ đồng theo Giấy chứng nhận kinh doanh số 0103015276 được cấp bởi Sở Kế hoạch và Đầu tư Thành phố Hà Nội;  - Năm 2009: Đổi tên thành Công ty Cổ phần Kinh doanh than Miền Bắc-Vinacomin;  - Ngày 24/09/2012: Tăng vốn điều lệ lên 50 tỷ đồng;  - Ngày 12/07/2016: Tăng vốn điều lệ lên 100 tỷ đồng;  - Ngày 29/12/2016: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 16/01/2017: Chính thức được giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 30/08/2019: Tăng vốn điều lệ lên 150 tỷ đồng;,"Công ty Cổ phần Kinh doanh Than Miền Bắc  - Vinacomin (TMB) có tiền thân là Tổng Công ty Quản lý và Phân phối Than, được thành lập vào năm 1974. TMB chính thức hoạt động dưới hình thức công ty cổ phần từ năm 2007. Công ty hoạt động chính trong lĩnh vực chế biến, kinh doanh và phân phối than. Là công ty con của Tập đoàn Công nghiệp Than-Khoáng sản Việt Nam (Vinacomin), TMB đóng vai trò là 1 mắt xích trong hệ thống sản xuất, chế biến và tiêu thụ than của Tập đoàn. Công ty thực hiện phân phối than tại các tỉnh phía Bắc từ Hà Tĩnh trở ra. TMB được niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ cuối năm 2016.",Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,15000000,150000000000
POV,73278,12499612, - Ngày 29/05/2007: Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng được thành lập với vốn điều lệ đăng ký ban đầu là 100 tỷ đồng.  - Ngày 29/12/2007: Công trình Tổng kho xăng dầu Vũng Áng được chính thức xây dựng với quy mô 110.000 m3. Dự án được chia làm 2 giai đoạn: giai đoạn 1 (2007  - 2009) xây dựng kho chứa 60.000 m3 và giai đoạn 2 (2012  - 2013) xây dựng kho chứa 50.000 m3.  - Ngày 23/09/2010: Chính thức giao dịch trên thị trường UPCOM.  - Ngày 13/02/2011: Tập đoàn Dầu khí quốc gia Việt Nam và Tổng công ty Dầu Việt Nam tổ chức khánh thành Tổng kho xăng dầu Vũng Áng.  - Ngày 12/09/2019: Tăng vốn điều lệ lên 124.996.120.000 đồng;,"Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng (POV) là thương hiệu kinh doanh xăng dầu hàng đầu Bắc Trung Bộ được thành lập năm 2007. POV là thành viên của Tổng công ty Dầu Việt Nam nên POV được sự hỗ trợ về vốn, chiến lược kinh doanh cũng như bạn hàng lâu năm của Tổng Công ty. Công ty chủ yếu kinh doanh xăng dầu và cho thuê các kho, cảng xăng dầu tại địa bàn các tỉnh Hà Tĩnh, Quảng Bình, Nghệ An theo sự phân công của Tổng công ty Dầu Việt Nam. Công ty cổ phần xăng dầu dầu khí Vũng Áng đã triển khai xây dựng 01 Tổng kho xăng dầu Vũng Áng với sức chứa 110.000m3 trên diện tích 08 ha tại Khu Kinh tế Vũng Áng, xã Kỳ Lợi, huyện Kỳ Anh, tỉnh Hà Tĩnh. Hệ thống đại lý và cửa hàng bán lẽ xăng dầu: PVOIL Vũng áng có mạng lưới kinh doanh xăng dầu trên khu vực Bắc Trung bộ và CHDCND Lào. Ngày 23/09/2010, POV chính thức giao dịch trên thị trường UPCOM.",Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,12499612,124996120000
CVT,69029,36690887, - 1958: Tiền thân là Nhà máy bê tông Việt Trì được thành lập;  - 1965: Chuyển nhà máy trực thuộc công ty kiến trúc Việt Trì và mang tên Xí nghiệp Bê tông Việt Trì với vốn điều lệ là 3 tỷ đồng;  - 1997: Công ty có dây chuyền đầu tiên với công suất một triệu m2 một năm;  - 2006: Tiến hành cổ phần hóa và đổi tên thành Công ty cổ phần CMC với vốn điều lệ 40 tỷ đồng;  - 2009: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 20/06/2017: Tăng vốn điều lệ lên 282.239.030.000 đồng;  - Ngày 25/09/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);  - Ngày 29/09/2017: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 05/10/2017: Giao địch trên Sở Giao dịch Chứng khoán Hà Nội (HNX);  - Ngày 28/06/2018: Tăng vốn điều lệ lên 366.908.870.000 đồng;,"Công ty Cổ phần CMC (CVT) có tiền thân là nhà máy Bê tông Việt Trì, được thành lập vào năm 1958. Công ty hoạt động trong lĩnh vực sản xuất vật liệu xây dựng, gạch ốp lát, gạch trang trí, thi công các công trình công nghiệp và dân dụng. CVT chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Công ty hiện đang sở hữu vận hành 02 nhà máy gạch ốp lát với công suất lên đến 21 triệu m2/năm. Sản phẩm gạch ốp lát của CVT chiếm khoảng hơn 3% thị trường Việt Nam. CVT được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối năm 2017.",Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,36690887,366908870000
SDV,74000,5000000," - Ngày 26/03/2007: Công ty Cổ phần Dịch vụ Sonadezi được thành lập với vốn điều lệ đăng ký là 50 tỷ đồng, được góp trong 2 năm.  - Ngày 22/04/2011: Cổ phiếu của Công ty được giao dịch trên thị trường UPCOM.  - Ngày 07/01/2026: Tăng vốn điều lệ lên 100 tỷ đồng.","Công ty Cổ phần Dịch vụ Sonadezi (SDV) là doanh nghiệp thuộc hệ thống tổ chức Công ty mẹ  - Công ty con của Tổng Công ty Phát triển khu Công nghiệp và được thành lập năm 2007. Hoạt động kinh doanh chính của Công ty là dịch vụ môi trường, bảo vệ, trồng và chăm sóc câu xanh, thi công hệ thống đèn chiếu sáng trên địa bàn tỉnh Đồng Nai. SDV chính thức được giao dịch trên thị trường UPCOM từ Ngày 22/04/2011.",Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,5000000,100000000000
MTH,72258,4787910," - Tháng 07/1986: Công ty Môi trường Đô thị Hà Đông được thành lập.  - Tháng 06/2007: Công ty chính thức cổ phần hóa với vốn điều lệ là 13,97 tỷ đồng.  - Tháng 09/2007: Công ty Cổ phần Môi trường Đô thi Hà Đông chính thức hoạt động.  - Tháng 08/2009: UBND TP Hà Nội cấp thêm 800 triệu đồng, tăng vốn điều lệ của Công ty lên 14,77 tỷ đồng. Vốn nhà nước chiếm 53,65% vốn điều lệ.  - Ngày 10/02/2011: Công ty chính thức giao dịch cổ phiếu trên thị trường UPCoM.  - Ngày 13/01/2016: Tăng vốn điều lệ lên 47,87 tỷ đồng.","Công ty Cổ phần Môi trường Đô thị Hà Đông (MTH) tiền thân là doanh nghiệp Nhà nước hoạt động công ích được thành lập năm 1986. Năm 2007 Công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Công ty hoạt động trong lĩnh vực thu gom, vận chuyển, xử lý rác thải; quản lý cây xanh đô thị; quản lý điện chiếu sáng công cộng; quản lý nghĩa trang và công tác tang lễ. Công ty có lợi thế độc quyền cung cấp các dịch vụ trên tại khu vực quận Hà Đông. Địa bàn hoạt động của công ty gồm toàn bộ khu vực nội thị khoảng 2-3 km2, lượng rác hàng ngày thu gom được 10  - 15 tấn. Ngày 10/02/2011, MTH chính thức được giao dịch cổ phiếu tại thị trường UPCoM.",Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,4787910,47879100000
SAM,73812,379960971," - Năm 1986 : Tiền thân là Nhà máy Vật liệu Bưu điện II ;  - Năm 1989 : Đổi tên thành Nhà máy Cáp và Vật liệu Viễn thông;  - Ngày 07/02/1998: Chuyển thành Công ty cổ phần Cáp và Vật liệu viễn thông (SACOM) với vốn điều lệ 120 tỷ đồng;  - Tháng 3/2003 : Tăng vốn điều lệ lên 180 tỷ đồng;  - Tháng 4/2006 : Tăng vốn điều lệ lên 280,8 tỷ đồng;  - Tháng 8/2006 : Tăng vốn điều lệ lên 374,4 tỷ đồng;  - Tháng 6/2007 : Tăng vốn điều lệ lên 545 tỷ đồng;  - Ngày 01/09/2010: Đổi tên thành Công ty Cổ phần Đầu tư và Phát triển SACOM;  - Năm 2011: Tăng vốn điều lệ lên 653.992.160.000 đồng;  - Ngày 20/09/2017: Đổi tên thành Công ty Cổ phần SAM Holdings;  - Ngày 28/11/2017: Tăng vốn điều lệ lên 2.417.857.030.000 đồng;  - Ngày 28/01/2019: Tăng vốn điều lệ lên 2.490.362.630.000 đồng;  - Ngày 18/11/2019: Tăng vốn điều lệ lên 2.565.045.400.000 đồng;  - Ngày 08/03/2022: Tăng vốn điều lệ lên 3.653.530.650.000 đồng;  - Ngày 15/03/2023: Tăng vốn điều lệ lên 3.799.609.710.000 đồng;","Công ty Cổ phần SAM Holdings (SAM) có tiền thân là Nhà máy Vật liệu bưu điện II được thành lập vào năm 1986. Công ty chính thức hoạt động theo mô hình công ty cổ phần từ năm 1998. Ngày 2/6/2000 là ngày đánh dấu SAM chính thức trở thành một trong hai Công ty đầu tiên niêm yết trên thị trường chứng khoán Việt Nam. Với định hướng phát triển thành tập đoàn đầu tư tài chính hàng đầu Việt Nam, SAM tham gia đầu tư góp vốn vào các công ty con, công ty liên kết, phát triển và kinh doanh bất động sản nhà ở và cho thuê, bất động sản hạ tầng khu công nghiệp, du lịch nghỉ dưỡng và vui chơi giải trí và nông nghiệp. SAM chiếm 30% thị phần cáp quang cả nước. Ngoài ra, Công ty liên kết  - Công ty Cổ phần SAM Nông nghiệp công nghệ cao (SAM Agritech) đã phát triển vùng nguyên liệu trồng hồ tiêu rộng 3.000 ha tại tỉnh Đắk Nông.",Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,379960971,3799609710000
KHG,71452,449435205, - Ngày 24/7/2009: Công ty được thành lập theo giấy chứng nhận đăng ký kinh doanh số 0309139261 do Sở kế hoạch và Đầu tư TP Hồ Chí Minh cấp với vốn điều lệ ban đầu là 6 tỷ đồng;  - Ngày 14/04/2010: Tăng vốn điều lệ lên 36 tỷ đồng;  - Ngày 07/04/2016: Tăng vốn điều lệ lên 48 tỷ đồng;  - Ngày 31/05/2016: Tăng vốn điều lệ lên 220 tỷ đồng;  - Ngày 09/06/2016: Tăng vốn điều lệ lên 420 tỷ đồng;  - Ngày 16/06/2016: Tăng vốn điều lệ lên 540 tỷ đồng;  - Ngày 15/07/2016: Tăng vốn điều lệ lên 1.200 tỷ đồng;  - Ngày 01/09/2016: Tăng vốn điều lệ lên 2.000 tỷ đồng;  - Ngày 02/03/2017: Tăng vốn điều lệ lên 3.000 tỷ đồng;  - Ngày 31/01/2019: Giảm vốn điều lệ xuống 1.200 tỷ đồng;  - Ngày 14/08/2020: Tăng vốn điều lệ lên 1.600 tỷ đồng;  - Ngày 19/07/2021: Chính thức giao dịch trên sàn giao dịch chứng khoán HNX.  - Ngày 06/09/2021: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);  - Ngày 02/12/2021: Tăng vốn điều lệ lên 3.188 tỷ đồng;  - Ngày 07/01/2022: Đổi tên thành Công ty Cổ phần Tập đoàn Khải Hoàn Land;  - Ngày 09/05/2022: Tăng vốn điều lệ lên 4.431 tỷ đồng;  - Ngày 29/11/2022: Tăng vốn điều lệ lên 4.494 tỷ đồng;,"Công ty Cổ phần Tập đoàn Khải Hoàn Land (KHG), được thành lập năm 2009 theo giấy chứng nhận đăng ký kinh doanh số 0309139261 do Sở kế hoạch và Đầu tư TP Hồ Chí Minh cấp. Lĩnh vực kinh doanh chính của Công ty là môi giới và đầu tư bất động sản. KHG không những là đối tác tin cậy của Vinhomes, mà còn nhiều đơn vị chủ đầu tư trong và ngoài nước như: Sunshine, Keppel Land, Kiến Á, Lotte, Vạn Phát Hưng,... Hiện tại Khải Hoàn Land là nhà phân phối tiếp thị bất động sản hàng đầu tại TP Hồ Chí Minh, phục vụ trên 50.000 khách hàng thường xuyên hoặc có giao dịch liên quan đến Khải Hoàn Land. Cộng ty sở hữu 4 kênh phân phối chính bao gồm: Hệ thống Sàn truyền thống Khải Hoàn Land, Hệ thống Khải Hoàn Land Plus, Hệ thống công ty con, công ty liên kết; Hệ thống sàn liên kết, cộng tác viên, sàn trung tâm... Ngày 06/09/2021, KHG được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);",Bất động sản,Bất động sản,Bất động sản,449435205,4494352050000
NWT,72789,8500000, - 19/11/2012: Xí nghiệp Vận tải du lịch Hà Nội được thành lập.  - 16/03/2015: Xí nghiệp Vận tải du lịch Hà Nội tiến hành IPO tại HOSE với giá trung thầu trung bình là 10.000 đồng.  - 30/06/2015: Ủy ban nhân dân TP Hà Nội ra quyết định chuyển Xí nghiệp vận tải du lịch Hà Nội thuộc tổng công ty vận tải Hà Nội thành Công ty Cổ phần.  - 03/08/2015: Công ty cổ phần vận tải Newway chính thức đi vào hoạt động.  - Ngày 30/03/2016: Giao dịch trên thị trường UPCOM.,"Công ty Cổ phần Vận tải Newway (NWT) có tiền thân là Xí nghiệp Vận tải du lịch Hà Nội được thành lập vào năm 2012. Công ty hoạt động trong lĩnh vực vận tải hành khách đường bộ. NWT chính thức hoạt động theo mô hình công ty cổ phần từ năm 2015. Công ty hiện khai thác dịch vụ vận tải hành khách công cộng trên 04 tuyến bus: 47( bao gồm 47A (Long Biên – Bát Tràng), 47B (Long Biên – Kim Lan)); 48 (Trần Khánh Dư – Vạn Phúc); 94 (Bến xe Giáp Bát  - Kim Bài). Bên cạnh đó, Công ty cũng cung cấp các dịch vụ vận tải theo hợp đồng. NWT được giao dịch trên thị trường UPCOM từ tháng 03/2016.",Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,8500000,85000000000
BAX,75214,8200000," - Ngày 24/02/2004: Công ty Cổ phần Thống Nhất được thành lập với vốn điều lệ thực góp là 59,3 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 4703000095 được cấp bởi Sở Kế hoạch Đầu tư tỉnh Đồng Nai;  - Ngày 24/11/2006: Khu Công nghiệp Bàu Xéo được thành lập theo Quyết định số 1944/TTg-CN của Thủ tướng Chính phủ;  - Ngày 29/12/2006: Ban Quản lý các Khu Công nghiệp tỉnh Đồng Nai cấp Giấy chứng nhận đầu tư số 47221000042 cho phép thực hiện Dự án đầu tư, kinh doanh cơ sở hạ tầng Khu Công nghiệp Bàu Xéo với tổng diện tích đất theo quy hoạch là 499,8657ha và vốn đầu tư thực hiện dự án trên 670 tỷ đồng;  - Ngày 04/10/2007: Trở thành công ty đại chúng;  - Ngày 31/12/2009: Tăng vốn điều lệ lên 65,6 tỷ đồng;  - Ngày 28/12/2010: Tăng vốn điều lệ lên 82 tỷ đồng;  - Ngày 24/03/2017: Chính thức được giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX);","Công ty Cổ phần Thống Nhất (BAX) được thành lập năm 2004 dưới sự góp vốn của 3 cổ đông sáng lập: Tổng công ty Tín Nghĩa, Tổng Công ty Cao su Đồng Nai, Tập đoàn Công nghiệp Cao su Việt Nam. Công ty hoạt động chủ yếu trong lĩnh vực đầu tư phát triển và kinh doanh cơ sở hạ tầng khu công nghiệp. BAX quản lý và kinh doanh cơ sở hạ tầng Khu Công nghiệp Bàu Xéo với tổng diện tích 499,8657ha tại huyện Trảng Bom, tỉnh Đồng Nai. Bên cạnh đó, BAX đang triển khai thực hiện Khu Trung tâm Dịch vụ Khu Công nghiệp Bàu Xéo có diện tích 38,8 ha với tổng vốn đầu tư cơ sở hạ tầng là 648,69 tỷ đồng. BAX chính thức được giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hà Nội (HNX) từ năm 2017.",Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,8200000,82000000000
